"","mean_ND_UP","mean_c_UP","mean_e_UP","mean_ND_DN","mean_c_DN","mean_e_DN"
"UP083GDN116R",16.96,17.6104386306168,0.130801648733237,20.53,19.8352309341648,0.0798975768593542
"UP083GDN208R",21.72,19.458455310058,0.0668617285388044,16.45,8.28819823258047,0.016316674335962
"UP083RDN154G_0331",14.84,10.3409417639072,0.550085424917166,34.04,18.7833782607152,0.0773340347980804
"UP116RDN154G_0417",27.26,18.5890475857304,0.0315608872825875,14.65,11.9650725243738,0.199717939680918
