"","mean_ND_UP","mean_c_UP","mean_e_UP","mean_ND_DN","mean_c_DN","mean_e_DN"
"UP083GDN116R",16.96,17.5564083531618,0.129781493001332,20.53,20.0636295955776,0.0734303487454526
"UP083GDN208R",21.72,19.4562972594192,0.0616010846731094,16.45,8.29061623430539,0.0153207063630562
"UP083RDN154G_0331",14.84,10.5681534967504,0.548654884483837,34.04,18.668822557535,0.0798458267684732
"UP116RDN154G_0417",27.26,18.9327352339818,0.0316612250289269,14.65,12.3916657445949,0.195228478615952
